	Precision	Recall	F1
0.5	0.6557377	0.22222222	0.33195022
0.55	0.6557377	0.22222222	0.33195022
0.6000000000000001	0.6557377	0.22222222	0.33195022
0.6500000000000001	0.6557377	0.22222222	0.33195022
0.7000000000000002	0.6393443	0.21666667	0.32365146
0.7500000000000002	0.6229508	0.21111111	0.3153527
0.8000000000000003	0.52459013	0.17777778	0.26556018
0.8500000000000003	0.24590164	0.083333336	0.12448133
0.9000000000000004	0.09836066	0.033333335	0.049792532
0.9500000000000004	0.0	0.0	0.0
