	Precision	Recall	F1
0.5	0.97530866	0.9461078	0.9604863
0.55	0.962963	0.93413174	0.94832826
0.6000000000000001	0.962963	0.93413174	0.94832826
0.6500000000000001	0.9382716	0.9101796	0.9240122
0.7000000000000002	0.90123457	0.8742515	0.887538
0.7500000000000002	0.8271605	0.8023952	0.8145897
0.8000000000000003	0.61728394	0.5988024	0.60790277
0.8500000000000003	0.24691358	0.23952095	0.2431611
0.9000000000000004	0.043209877	0.04191617	0.04255319
0.9500000000000004	0.0	0.0	0.0
