	Precision	Recall	F1
0.5	0.90425533	0.85858583	0.88082904
0.55	0.89361703	0.8484849	0.8704663
0.6000000000000001	0.80851066	0.7676768	0.78756475
0.6500000000000001	0.7659575	0.72727275	0.746114
0.7000000000000002	0.70212764	0.6666667	0.68393785
0.7500000000000002	0.5851064	0.5555556	0.5699482
0.8000000000000003	0.43617022	0.41414142	0.42487046
0.8500000000000003	0.23404256	0.22222222	0.22797927
0.9000000000000004	0.010638298	0.01010101	0.010362694
0.9500000000000004	0.0	0.0	0.0
