	Precision	Recall	F1
0.5	0.8333333	0.7894737	0.8108108
0.55	0.7962963	0.75438595	0.7747748
0.6000000000000001	0.7777778	0.7368421	0.7567568
0.6500000000000001	0.7592593	0.71929824	0.7387387
0.7000000000000002	0.6481481	0.61403507	0.6306306
0.7500000000000002	0.537037	0.50877196	0.5225225
0.8000000000000003	0.3148148	0.2982456	0.3063063
0.8500000000000003	0.12962963	0.12280702	0.12612613
0.9000000000000004	0.018518519	0.01754386	0.018018018
0.9500000000000004	0.0	0.0	0.0
