	Precision	Recall	F1
0.5	0.8134328	0.7266667	0.76760566
0.55	0.79850745	0.7133333	0.75352114
0.6000000000000001	0.7910448	0.70666665	0.74647886
0.6500000000000001	0.74626863	0.6666667	0.70422536
0.7000000000000002	0.6865672	0.61333334	0.64788735
0.7500000000000002	0.53731346	0.48	0.5070422
0.8000000000000003	0.35074627	0.31333333	0.3309859
0.8500000000000003	0.13432837	0.12	0.12676056
0.9000000000000004	0.02238806	0.02	0.02112676
0.9500000000000004	0.0	0.0	0.0
