	Precision	Recall	F1
0.5	0.74	0.6851852	0.71153843
0.55	0.74	0.6851852	0.71153843
0.6000000000000001	0.7	0.6481481	0.6730769
0.6500000000000001	0.66	0.6111111	0.63461536
0.7000000000000002	0.66	0.6111111	0.63461536
0.7500000000000002	0.58	0.537037	0.5576923
0.8000000000000003	0.44	0.4074074	0.42307693
0.8500000000000003	0.22	0.2037037	0.21153846
0.9000000000000004	0.04	0.037037037	0.03846154
0.9500000000000004	0.0	0.0	0.0
