signal_mean,signal_std,signal_sum,bg_mean,bg_std,SNR,CNR,CV,strain
239.625,14.679386,1917.0,201.5,16.17869,14.81114885263836,2.356494731379603,0.06125982713680204,SH1000 - MCherry
224.0,20.319668,4032.0,203.46666,12.186696,18.380698152589744,1.6848979149607182,0.09071280234575584,SH1000 - MCherry
